sale,Very Gois #01,CD,"[R-a] very gois, 1200yen, 5qty + Sample",popup,
sale,Very Gois #02,CD,"[R-b] very gois, 1500yen, 5qty + Sample",popup,
sale,Very Gois #03,Booklet/CD,"[R-c] very gois, 2000yen, 5qty + Sample",,
sale,Very Gois #04,CDx2/DVD,"[R-d] very gois, 2500yen, 5qty + Sample",,
sale,Schwarz69 - Both Worlds 69,Cassette,"[R-1] ストレンジエレクトリックジャズ 1000yen, 2qty + Sample",popup,
sale,David Grubba - Colony Collapse Disorder,Cassette,"[R-2] 世界中の巨大なホーンサウンドの一連の疑惑録音を周回するYouTubeビデオから構成されたサウンドアート 1000yen, 1qty + Sample",popup,
sale,Max Eilbacher - 1560,Cassette,"[R-3] ヨーロッパツアー中、スーツケースを引きずる音の録音で構成された実験音楽作品 1000yen, 4qty + Sample",popup,
sale,Jero Route 66 - World Debut,Cassette,"[R-4] ハーシュ・ノイズ・グリッジミュージック 1000yen, 1qty + Sample",popup,
sale,Eric Schmid - Greatest Hits,Cassette,"[R-5] アカペラカラオケの録音 1000yen, 5qty + Sample",popup,
sale,Michael Winter - Preliminary Thoughts,Cassette/Booklet,"[R-6] 音楽的な手紙。英語とスペイン語バージョンを収録(紙の手紙付) 1000yen, 4qty + Sample",popup,
sale,Cont/Ext - Con / eixeMent,Cassette,"[R-7] 言葉遊び・サウンドアート 1000yen, 2qty + Sample",popup,
sale,Smash Mouth - All Star Mixtape,Cassette,"[R-8] YouTubeに投稿された数多くのシュレックの主題歌のサンプリングよりベストトラックを収録したオムニバス 1000yen, 2qty + Sample",popup,
sale,die Reihe - Toward Agave Expressionism,Cassette,"[R-9] アガベ表現主義への第一歩 1000yen, 5qty + Sample",popup,
sale,Voice Traning - Hyper-Articulate,Cassette,"[R-10] サウンドアートパフォーマンスのライブ録音 1000yen,2qty + Sample",popup,
sale,Nick James Scavo - Necromantic Glissando,Cassette,"[R-11] 1000yen, 実験音楽パフォーマンスのライブ録音 2qty + Sample",popup,
sale,Jeff Witscher - Cob Music,Cassette,"[R-12] 1000yen, ネオ・パスティーシュ：アメリカ音楽の変遷 3qty + Sample",popup,
sale,easychord & forest management - LANDFORMS,Cassette,"[R-13] アンビエント・ドローン音楽 1000yen, 1qty + Sample",popup,
sale,shots - can we win,Cassette,"[R-14] 複数人が身の回りに有るものを楽器に即興演奏を行った記録 1000yen, 2qty + Sample",popup,
sale,Network Glass & Christian Mirande - Arbuckle 7​/​28,Cassette,"[R-15] 不吉で難解な雰囲気の身も凍るようなコラボレーション 1000yen, 2qty + Sample",popup,
sale,Derek Baron / Alec Livaditis,Cassette,"[R-16] 1000yen, 3qty + Sample",popup,
sale,Luke Martin - Transcription Poems,Cassette x 2,"[R-17] 6 人の友人に、サンタ クラリータでお気に入りの、または最も頻繁に訪れたレストラン/フード サービスの場所を教えてもらいました。 1500yen, 3qty + Sample",popup,
sale,"Sean McCann, Matthew Sullivan & Alex Twomey - The Bird",Cassette","[R-18] ある夜、食事ができるまでの間に行われた即興セッション 1000yen, 5qty + Sample",popup,
sale,"M.O - Matthew Sullivan",Cassette,"[R-19] プライベート録音のコレクション 1000yen, 5qty + Sample",popup,
sale,SACK und SHEFFIELD,Cassette,"[R-21] フレンチポップアルバム 1000yen, 1qty + Sample",popup,
sale,HELICOPTERE SANGLANTE POPOL GLUANT,Cassette,"[R-22] ノイズミュージックの雑誌 1000yen, 1qty + Sample",sold 1,
sale,HOMY WORLD 04,Cassette,"[R-23] サウンドダイアリーのコラージュ作品(印刷物付) 1000yen, 5qty + Sample",popup,
sale,Theodore Cale Schafer - Face Time,CD/Booklet,"[R-25] 大切な友人とフェイスタイムで会話した録音から、自分の声を抜き取り、相手の声だけを抽出したオーディオ作品 1500yen, 2qty + Sample",popup,
sale,looking at your mint,Box,"[R-26] VG CTLG, 2つの朗読作品をコンパイルしたボックス 2000yen, 1qty + Sample",popup,
sale,"Obstacle Corpse And Cat Kids - Split, But Not Apart.",Cassette,"[R-20] ローファイ・シンセ・ポップ 1000yen, 2qty + Sample",popup,
sale,Unfinished Animal - Between The Demon And The Star,Cassette,"[R-24] エクスペリメンタル・エレクトリック・ロック 1000yen, 1qty + Sample",sold 1,
sale,Lynn,Box,"[Storage] VG CTLG, 3qty + Sample",,
sale,010001111000 - qidcgu,CD,"[Storage] with artwork, 1qty + Sample",,
sale,Very Gois,Box,"[Storage] VG CTLG,7qty + Sample",,
